139150,6622.276,9620,139150,6617.076,9620,138950,6622.276,9620,138950,6617.076,9620
139150,6617.076,9620,139150,6615.076,9620,138950,6617.076,9620,138950,6615.076,9620
139150,6615.076,9620,139150,6609.876,9620,138950,6615.076,9620,138950,6609.876,9620
139150,6354.00021362305,9620,139150,6240.00021362305,9620,138950,6354.00021362305,9620,138950,6240.00021362305,9620
139150,6240.00021362305,9620,139150,6240.00021362305,9734,139150,6440.00021362305,9620,139150,6440.00021362305,9734
139150,6240.00021363268,9734.00000000963,139150,6240.00021363268,9824.00000000963,139150,6440.00021363268,9734.00000000963,139150,6440.00021363268,9824.00000000963
139150.000000416,6240.000214,10813.6797139968,139150.00000042,6240.000214,10853.0300024223,139150.000000416,6440.000214,10813.6797139968,139150.00000042,6440.000214,10853.0300024223
139150.00000042,6240.000214,10853.0300024223,139177.824856209,6240.000214,10880.8548582072,139150.00000042,6440.000214,10853.0300024223,139177.824856209,6440.000214,10880.8548582072
139271.142033209,6240.000214,10974.1720352102,139274.606856438,6240.000214,10977.6368584377,139271.142033209,6440.000214,10974.1720352102,139274.606856438,6440.000214,10977.6368584377
139274.606856438,6240.000214,10977.6368584377,139276.02107,6240.000214,10979.0510719999,139274.606856438,6440.000214,10977.6368584377,139276.02107,6440.000214,10979.0510719999
138607,3608,9620,138607,3618,9620,138407,3608,9620,138407,3618,9620
138607,3770,9620,138607,3922,9620,138407,3770,9620,138407,3922,9620
138607,6632.27562360381,9620,138607,6822.27562360381,9620,138407,6632.27562360381,9620,138407,6822.27562360381,9620
138607,6822.27562360381,9620,138797,6822.27562360381,9620,138607,7022.27562360381,9620,138797,7022.27562360381,9620
138797.000000016,6822.27562359993,9619.99999998783,138803.500000016,6822.27562359993,9619.99999998783,138797.000000016,7022.27562359993,9619.99999998783,138803.500000016,7022.27562359993,9619.99999998783
138803.500000016,6822.27562359993,9619.99999998783,138805.500000016,6822.27562359993,9619.99999998783,138803.500000016,7022.27562359993,9619.99999998783,138805.500000016,7022.27562359993,9619.99999998783
138805.500000016,6822.27562358776,9620,138945.500000016,6822.27562358776,9620,138805.500000016,7022.27562358776,9620,138945.500000016,7022.27562358776,9620
138945.500000016,6822.27562357593,9620.00000001183,138947.500000016,6822.27562357593,9620.00000001183,138945.500000016,7022.27562357593,9620.00000001183,138947.500000016,7022.27562357593,9620.00000001183
138947.500000016,6822.27562357559,9620.00000001217,138954.000000016,6822.27562357559,9620.00000001217,138947.500000016,7022.27562357559,9620.00000001217,138954.000000016,7022.27562357559,9620.00000001217
139342,6822.27562360381,9620,139469,6822.27562360381,9620,139342,7022.27562360381,9620,139469,7022.27562360381,9620
140315.200166706,6822.27562360381,9620,140429.200166706,6822.27562360381,9620,140315.200166706,7022.27562360381,9620,140429.200166706,7022.27562360381,9620
140429.200166706,6822.27562360381,9620,140429.200166706,6822.27562360381,9734,140429.200166706,7022.27562360381,9620,140429.200166706,7022.27562360381,9734
140429.31738,6822.277354,10380.4712868289,140429.31738,6822.277354,10428.390133,140429.31738,7022.277354,10380.4712868289,140429.31738,7022.277354,10428.390133
140429.31738,6822.277354,10428.390133,140429.822652059,6788.04554669009,10461.9183880517,140629.295533062,6825.23341523434,10428.390133,140629.80080512,6791.00160792444,10461.9183880517
140433.997327388,6505.21441008165,10738.9413114779,140434.052157497,6501.49971130041,10742.5797186327,140633.975400821,6508.17585332237,10738.9413114779,140634.030230929,6504.46115454113,10742.5797186327
140434.052157497,6501.49971130041,10742.5797186327,140434.073246,6500.07098099994,10743.9791059999,140634.030564941,6504.438513103,10742.5797186327,140634.051653444,6503.00978280253,10743.9791059999
139150,6822.276,9620,139150,6622.276,9620,138950,6822.276,9620,138950,6622.276,9620
139150,6609.876,9620,139150,6354.00021362305,9620,138950,6609.876,9620,138950,6354.00021362305,9620
139150,6240.00021363268,9824.00000000963,139150.000000416,6240.000214,10813.6797139968,139150,6440.00021363268,9824.00000000963,139150.000000416,6440.000214,10813.6797139968
139177.824856209,6240.000214,10880.8548582072,139271.142033209,6240.000214,10974.1720352102,139177.824856209,6440.000214,10880.8548582072,139271.142033209,6440.000214,10974.1720352102
138607,3618,9620,138607,3770,9620,138407,3618,9620,138407,3770,9620
138607,3922,9620,138607,6632.27562360381,9620,138407,3922,9620,138407,6632.27562360381,9620
138954.000000016,6822.27562357559,9620.00000001217,139150,6822.276,9620,138954.000000016,7022.27562357559,9620.00000001217,139150,7022.276,9620
139150,6822.276,9620,139342,6822.27562360381,9620,139150,7022.276,9620,139342,7022.27562360381,9620
139469,6822.27562360381,9620,140315.200166706,6822.27562360381,9620,139469,7022.27562360381,9620,140315.200166706,7022.27562360381,9620
140429.200166706,6822.27562360381,9734,140429.31738,6822.277354,10380.4712868289,140429.200166706,7022.27562360381,9734,140429.31738,7022.277354,10380.4712868289
140429.822652059,6788.04554669009,10461.9183880517,140433.997327388,6505.21441008165,10738.9413114779,140629.800876106,6790.99680181188,10461.9183880517,140633.975551436,6508.16566520343,10738.9413114779
